Student S10005 named Tanya Juarez, age 13, gender Male, is in Class 6. Scored 80 in Math, 95 in Science, 38 in English, 66 in History, and 31 in Computer, totaling 310 marks with Grade C. Attendance stands at 72.87 percent. Participates in None as an extracurricular activity.
Student S16580 named Angela Carlson, age 14, gender Male, is in Class 6. Scored 94 in Math, 90 in Science, 71 in English, 68 in History, and 58 in Computer, totaling 381 marks with Grade C. Attendance stands at 76.70 percent. Participates in Drama as an extracurricular activity.
Student S16607 named Patricia Diaz, age 14, gender Female, is in Class 6. Scored 33 in Math, 56 in Science, 44 in English, 82 in History, and 93 in Computer, totaling 308 marks with Grade C. Attendance stands at 91.43 percent. Participates in Football as an extracurricular activity.
Student S16613 named Jerry Shelton, age 16, gender Female, is in Class 6. Scored 41 in Math, 75 in Science, 96 in English, 48 in History, and 75 in Computer, totaling 335 marks with Grade C. Attendance stands at 75.25 percent. Participates in Football as an extracurricular activity.
Student S16618 named Peggy Armstrong, age 12, gender Female, is in Class 6. Scored 34 in Math, 68 in Science, 43 in English, 92 in History, and 59 in Computer, totaling 296 marks with Grade D. Attendance stands at 82.50 percent. Participates in Dance as an extracurricular activity.
Student S16623 named Donald Spencer, age 16, gender Female, is in Class 6. Scored 36 in Math, 75 in Science, 49 in English, 33 in History, and 44 in Computer, totaling 237 marks with Grade D. Attendance stands at 91.23 percent. Participates in Drama as an extracurricular activity.
Student S16627 named Diana Johnson, age 11, gender Female, is in Class 6. Scored 69 in Math, 95 in Science, 45 in English, 48 in History, and 51 in Computer, totaling 308 marks with Grade C. Attendance stands at 96.25 percent. Participates in Drama as an extracurricular activity.
Student S16628 named Brittany Smith, age 13, gender Female, is in Class 6. Scored 76 in Math, 77 in Science, 41 in English, 91 in History, and 49 in Computer, totaling 334 marks with Grade C. Attendance stands at 72.58 percent. Participates in None as an extracurricular activity.
Student S16631 named Garrett Thomas, age 11, gender Male, is in Class 6. Scored 82 in Math, 64 in Science, 50 in English, 80 in History, and 31 in Computer, totaling 307 marks with Grade C. Attendance stands at 76.30 percent. Participates in Dance as an extracurricular activity.
Student S16648 named Donald Phillips, age 12, gender Male, is in Class 6. Scored 39 in Math, 99 in Science, 33 in English, 95 in History, and 56 in Computer, totaling 322 marks with Grade C. Attendance stands at 71.52 percent. Participates in Music as an extracurricular activity.
Student S16653 named Paul Jacobs, age 14, gender Female, is in Class 6. Scored 93 in Math, 46 in Science, 46 in English, 32 in History, and 52 in Computer, totaling 269 marks with Grade D. Attendance stands at 75.42 percent. Participates in Debate as an extracurricular activity.
Student S16656 named Hannah Wright, age 16, gender Male, is in Class 6. Scored 81 in Math, 98 in Science, 63 in English, 84 in History, and 63 in Computer, totaling 389 marks with Grade C. Attendance stands at 85.46 percent. Participates in None as an extracurricular activity.
Student S16660 named Brady Thomas, age 17, gender Female, is in Class 6. Scored 39 in Math, 42 in Science, 48 in English, 41 in History, and 76 in Computer, totaling 246 marks with Grade D. Attendance stands at 70.60 percent. Participates in Music as an extracurricular activity.
Student S16662 named James Austin, age 17, gender Female, is in Class 6. Scored 56 in Math, 72 in Science, 86 in English, 75 in History, and 76 in Computer, totaling 365 marks with Grade C. Attendance stands at 71.39 percent. Participates in Dance as an extracurricular activity.
Student S16664 named Marc Taylor, age 17, gender Male, is in Class 6. Scored 78 in Math, 83 in Science, 72 in English, 59 in History, and 56 in Computer, totaling 348 marks with Grade C. Attendance stands at 72.35 percent. Participates in None as an extracurricular activity.
Student S16666 named Michelle Campbell, age 16, gender Male, is in Class 6. Scored 53 in Math, 55 in Science, 94 in English, 65 in History, and 89 in Computer, totaling 356 marks with Grade C. Attendance stands at 62.34 percent. Participates in Football as an extracurricular activity.
Student S16672 named Joanne Lawrence, age 14, gender Male, is in Class 6. Scored 89 in Math, 72 in Science, 79 in English, 57 in History, and 58 in Computer, totaling 355 marks with Grade C. Attendance stands at 74.97 percent. Participates in Debate as an extracurricular activity.
Student S16692 named Charles Marquez, age 14, gender Female, is in Class 6. Scored 72 in Math, 44 in Science, 72 in English, 58 in History, and 53 in Computer, totaling 299 marks with Grade D. Attendance stands at 89.25 percent. Participates in Dance as an extracurricular activity.
Student S16702 named Connie Lewis, age 17, gender Female, is in Class 6. Scored 60 in Math, 62 in Science, 67 in English, 36 in History, and 54 in Computer, totaling 279 marks with Grade D. Attendance stands at 90.99 percent. Participates in Dance as an extracurricular activity.
Student S16703 named Joseph Weaver, age 15, gender Male, is in Class 6. Scored 68 in Math, 66 in Science, 53 in English, 46 in History, and 79 in Computer, totaling 312 marks with Grade C. Attendance stands at 69.63 percent. Participates in Football as an extracurricular activity.
Student S16707 named Craig Martinez, age 10, gender Female, is in Class 6. Scored 72 in Math, 56 in Science, 78 in English, 97 in History, and 43 in Computer, totaling 346 marks with Grade C. Attendance stands at 70.06 percent. Participates in None as an extracurricular activity.
Student S16712 named Nathaniel Taylor, age 17, gender Female, is in Class 6. Scored 90 in Math, 31 in Science, 78 in English, 86 in History, and 78 in Computer, totaling 363 marks with Grade C. Attendance stands at 66.64 percent. Participates in Football as an extracurricular activity.
Student S16719 named Erin Nichols, age 10, gender Female, is in Class 6. Scored 93 in Math, 89 in Science, 59 in English, 39 in History, and 63 in Computer, totaling 343 marks with Grade C. Attendance stands at 95.06 percent. Participates in Dance as an extracurricular activity.
Student S16735 named Adam Doyle, age 17, gender Male, is in Class 6. Scored 89 in Math, 77 in Science, 46 in English, 46 in History, and 88 in Computer, totaling 346 marks with Grade C. Attendance stands at 94.32 percent. Participates in None as an extracurricular activity.
Student S16736 named Alex Weiss, age 14, gender Male, is in Class 6. Scored 57 in Math, 81 in Science, 67 in English, 74 in History, and 67 in Computer, totaling 346 marks with Grade C. Attendance stands at 95.98 percent. Participates in Drama as an extracurricular activity.
Student S16739 named Kevin White, age 13, gender Male, is in Class 6. Scored 50 in Math, 73 in Science, 54 in English, 59 in History, and 82 in Computer, totaling 318 marks with Grade C. Attendance stands at 65.64 percent. Participates in Debate as an extracurricular activity.
Student S16750 named Stefanie Valenzuela, age 16, gender Male, is in Class 6. Scored 54 in Math, 67 in Science, 76 in English, 89 in History, and 60 in Computer, totaling 346 marks with Grade C. Attendance stands at 73.85 percent. Participates in Dance as an extracurricular activity.
Student S16758 named Randy Evans, age 15, gender Male, is in Class 6. Scored 90 in Math, 51 in Science, 59 in English, 51 in History, and 58 in Computer, totaling 309 marks with Grade C. Attendance stands at 69.80 percent. Participates in Drama as an extracurricular activity.
Student S16781 named Laura Hanson, age 12, gender Male, is in Class 6. Scored 49 in Math, 33 in Science, 82 in English, 63 in History, and 41 in Computer, totaling 268 marks with Grade D. Attendance stands at 72.67 percent. Participates in Football as an extracurricular activity.
Student S16789 named Gary King, age 16, gender Male, is in Class 6. Scored 57 in Math, 33 in Science, 31 in English, 46 in History, and 69 in Computer, totaling 236 marks with Grade D. Attendance stands at 76.17 percent. Participates in Football as an extracurricular activity.
Student S16796 named Robin Conner, age 14, gender Female, is in Class 6. Scored 59 in Math, 67 in Science, 39 in English, 48 in History, and 91 in Computer, totaling 304 marks with Grade C. Attendance stands at 81.37 percent. Participates in Football as an extracurricular activity.
Student S16799 named Kathryn Moore, age 13, gender Female, is in Class 6. Scored 63 in Math, 69 in Science, 95 in English, 38 in History, and 75 in Computer, totaling 340 marks with Grade C. Attendance stands at 88.23 percent. Participates in Music as an extracurricular activity.
Student S16825 named Nancy Montgomery, age 10, gender Male, is in Class 6. Scored 67 in Math, 70 in Science, 95 in English, 98 in History, and 30 in Computer, totaling 360 marks with Grade C. Attendance stands at 61.56 percent. Participates in Music as an extracurricular activity.
Student S16830 named Sydney Garcia, age 12, gender Male, is in Class 6. Scored 31 in Math, 63 in Science, 58 in English, 65 in History, and 79 in Computer, totaling 296 marks with Grade D. Attendance stands at 94.27 percent. Participates in None as an extracurricular activity.
Student S16833 named David French, age 15, gender Female, is in Class 6. Scored 72 in Math, 34 in Science, 70 in English, 68 in History, and 61 in Computer, totaling 305 marks with Grade C. Attendance stands at 88.72 percent. Participates in Football as an extracurricular activity.
Student S16837 named Stephanie Ramos, age 15, gender Female, is in Class 6. Scored 87 in Math, 54 in Science, 42 in English, 64 in History, and 52 in Computer, totaling 299 marks with Grade D. Attendance stands at 93.28 percent. Participates in Drama as an extracurricular activity.
Student S16847 named Frank Smith, age 14, gender Female, is in Class 6. Scored 38 in Math, 84 in Science, 72 in English, 40 in History, and 75 in Computer, totaling 309 marks with Grade C. Attendance stands at 76.93 percent. Participates in Drama as an extracurricular activity.
Student S16851 named Christopher Fuller, age 15, gender Female, is in Class 6. Scored 42 in Math, 78 in Science, 61 in English, 68 in History, and 71 in Computer, totaling 320 marks with Grade C. Attendance stands at 70.33 percent. Participates in Debate as an extracurricular activity.
Student S16852 named Christopher Cabrera, age 17, gender Female, is in Class 6. Scored 45 in Math, 40 in Science, 33 in English, 55 in History, and 61 in Computer, totaling 234 marks with Grade D. Attendance stands at 67.86 percent. Participates in Debate as an extracurricular activity.
Student S16860 named Jaime Robbins, age 14, gender Male, is in Class 6. Scored 62 in Math, 55 in Science, 47 in English, 98 in History, and 30 in Computer, totaling 292 marks with Grade D. Attendance stands at 63.28 percent. Participates in Football as an extracurricular activity.
Student S16886 named Scott Rodriguez, age 15, gender Female, is in Class 6. Scored 30 in Math, 56 in Science, 68 in English, 78 in History, and 35 in Computer, totaling 267 marks with Grade D. Attendance stands at 70.81 percent. Participates in Dance as an extracurricular activity.
Student S16888 named James Armstrong, age 17, gender Female, is in Class 6. Scored 88 in Math, 49 in Science, 38 in English, 69 in History, and 92 in Computer, totaling 336 marks with Grade C. Attendance stands at 60.17 percent. Participates in Football as an extracurricular activity.
